통계표,계정항목,단위,변환,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"1.3.1. 한국은행 기준금리 및 여수신금리","한국은행 기준금리","연%","원자료","4.00","4.25","3.75","3.25","3.75","4.50","5.00","3.00","2.00","2.50","3.25","2.75","2.50","2.00","1.50","1.25","1.50","1.75","1.25","0.50","1.00","3.25","3.50","3.00"
