"행정구역별(1)",2006.01,2007.01,2008.01,2009.01,2010.01,2011.01,2012.01,2013.01,2014.01,2015.01,2016.01,2017.01,2018.01,2019.01,2020.01,2021.01,2022.01,2023.01,2024.01,2025.01
"전국",294.6,202.6,241.3,289.2,266.6,286.6,271.2,274.4,316.2,329.8,328.9,350.0,483.4,326.3,439.6,491.3,414.5,489.2,500.1,598.6
